Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary
19-11-1977,21:24:00,"Near Al Bayda, Lebanon","National Jet Services Inc.,  (Air Indiana)",0,Zamboanga - Manila,Boeing 707-360C,N520S,9531442,5,2,3,5,2,3,0,"The military transport crashed into a fog-shrouded hill, 20 miles south of the city."
19-11-1977,23:36:00,"Straits of Johore, near Kampung Ladang, Malaysia",United Air Lines,0,Luena - Cazombo,Boeing B-727-282,N324Y,237,164,156,8,131,125,6,0,Crashed after the left engine flamed out on takeoff.
21-11-1977,11:15:00,"Intracostal City, Louisiana",SATA,0,Jeddah - Tripoli,BAC One-Eleven 420EL,PT-GLB,AC-500,79,74,5,46,41,5,0,The tail rotor pitch control system failed shortly after taking off. The helicopter tried to return and crashed.
26-11-1977,19:45:00,"Tarko-Saley, USSR",Vieques Air Link,0,Auckland - Christchurch,Nord 2501 Noratlas,64-0564,AC-622,32,28,4,32,28,4,0,Crashed following engine flame out in icing conditions.
12-02-1977,14:22:00,"Hierro, Canary Islands",Valley Air Service,0,Thessaloniki - Samos,Tupolev TU-154B,29,1351501,165,159,6,59,59,0,0,Crashed into the ocean.
12-04-1977,12:45:00,"Evansville, Indiana",Servicios Aereos Nacionales,0,Addis Ababa - Bole,Boeing B-737-2H6,61-2664,20930/1044,100,93,7,100,93,7,0,The aircraft crashed short of the runway into a coconut plantation while attempting to land in heavy rain.  Windshear. Excessive sink rate. Crew's non-conformance with approach procedures. Incorrect information supplied by the radar controller. Lack of an approach lighting system at Bandaranaike.
12-08-1977,15:25:00,"Near Salt Lake City, Utah",Air India,0,Wanaka - Milford Sound,SNIAS SA330J,SP-LTU,110-402,19,18,1,17,16,1,0,The aircraft sank in the sea after the left wing tip struck the water in heavy rain and wind.
12-09-1977,22:00:00,"Off Madeira, Portugal",SADELCA,0,"Hattiesburg, MS - Gulfport, MS",Antonov AN-24,CP-1470,546,23,18,5,17,13,4,0,Crashed into a mountain and burned short of the runway after experiencing engine failure.
12-11-1977,12:35:00,"Vieques, Puerto Rico",TABA,0,Shanghai - Hongqiao,Lockheed P-3B Orion,N400PG,18999/240,13,0,13,13,0,13,0,Crashed in the Rubio mountains.
13-12-1977,09:41:00,"Willemstad, Curacao, Netherlands Antilles",Uruguayan Air Force,0,Gilgit - Islamabad - Chaklala,Douglas DC-3,N11360 / N4862F,45859/253,29,26,3,29,26,3,0,"Crashed in rain, fog and low ceiling. Continued VFR flight into deteriorating weather conditions."
18-12-1977,11:58:00,"Cuenca, Ecuador",Columbia Pacific Airlines,0,Maraba - Belem,Douglas DC-8-54F,PK-OBK,21541,3,0,3,3,0,3,0,"Forced to return to Steamboat Springs due to severe icing, the plane crashed into a 10,530 ft. mountain.  Severe icing and strong downdraughts associated with a mountain wave which combined to exceed the aircraft's capability to maintain flight. Contributing to the accident was the Captain's decision to fly into probable icing conditions that exceeded the conditions authorized by company directives."
18-12-1977,18:30:00,"Off Bandra, Maharashtra, India",Pacific Western Airlines,0,"Havana - KÃ¶ln, Bonn",Aerospatiale Caravelle 10R,"	 CCCP-92864",6154,57,52,5,36,35,1,0,"Couldn't climb on takeoff due to non-availability of leading edge slats, overran the runway and killed one passenger and  3 maintenance workers on the ground cutting grass. Nonavailability of leading edge devices immediately after rotation during take off."
19-12-1977,11:35:00,"Near San Vincente, Colombia",Security Air,0,Oslo - Hamburg,Britten-Norman BN-2A Islander,61-0328,851422,10,9,1,5,5,0,0,The aircraft crashed into ocean during a landing approach. Poor monitoring of altitudes and too early a transition from ILS to visual flight procedures.
24-12-1977,10:10:00,"Eirunepe, Brazil",Continental Airlines,0,"Orlando, FL - Mayfield, KY",Piper PA-31-350 Navajo,LV-LOX,7007,10,8,2,10,8,2,0,"While on a flight from Denver to Portland, the aircraft ran out of fuel while the crew was distracted with a landing gear problem. Failure of the captain to monitor properly the aircraft's fuel state and to properly respond to the low fuel state as indicated by other crew members. Contributing to the accident was the failure of the other two flight crew members either to fully comprehend the criticality of the fuel state or to successfully communicate their concern to the captain."
29-12-1977,10:27:00,"Near Artigas, Uruguay",Nigeria Airways,0,Manokwari - Bentuni,Vickers Viscount 764 D,D2-EAS,20209,24,20,4,24,20,4,0,The pilot switched off the de-icing system too early during the approach through clouds in icing conditions  which resulted in the aircraft losing longitudinal stability and pitching over and crashed.
01-01-1978,14:58:00,"Richland, Washington",LAV - Linea Aeropostal Venezolana,0,N'Djamena - Paris,Boeing B-747-237B,XA-KEH,28,213,190,23,213,190,23,0,"Crashed short of the runway on approach. Crew error. Non-compliance with proper procedure, lack of crew coordination, crew fatigue and faulty altimiter."
27-01-1978,06:09:00,"Cranbrook, British Columbia, Canada",Balkan Bulgarian Airlines,0,Training,Douglas DC-3,HC-BAX,23838,14,10,4,14,10,4,0,Struck a mountain. Failure of the crew to level off at the prescribed altitude either due to inadequate monitoring or an altimeter setting error by confusion between QNH and QFE.
31-01-1978,14:15:00,"Solvang, California",Lake Havasu Air,0,"New York City - Charlotte, NC",Embraer 110P Bandeirante,SU-BAH,10443,14,12,2,2,0,2,0,"Contact with the cargo plane was lost 30 minutes after taking off from Tokyo Narita Airport.The cargo included 153 paintings by Manabu Mabe, returning from a Tokyo exhibition, valued at US$1.24 million. Neither the wreck nor the paintings were ever found. The cause of the accident was blamed on cabin depressurization, which killed the crew."
02-10-1978,22:51:00,"LAX, Los Angeles, California",Burma Airways,0,Pune - Hyderabad,Douglas C-47A-DL,CCCP-41838,48050/989,44,40,4,44,40,4,0,Hit trees and burst into flames shortly after taking off.
02-10-1978,01:52:00,"Kano, Nigeria",Air Logistics,0,Vancouver - Terrace,Beechcraft 99,G-ASPL,9,17,15,2,17,15,2,0,Shot down by rebels with 2 surface-to-air missiles a few minutes after taking off from Kariba.
02-11-1978,19:30:00,"Off Caracas, Venezuela",Antilles Air,0,Grand Canyon National Park,Boeing B-737-275,LV-JTN,186,49,44,5,42,38,4,0,The plane crashed  inverted shortly after lifting off the ground. The captain's decision to take off with snow on the aircraft's wing and empennage surfaces which resulted in a loss of lateral control and a loss of lift as the aircraft ascended out of ground effect.
28-02-1978,11:20:00,"Vrastsa, Bulgaria",Korean Airlines,0,"Mukachevo - 	Moscow",Aero Commander 500A,6O-SAY,39,7,4,3,7,4,3,0,Flew into the water while on ILS approach. The crew was misled by a visual illusion in conditions of reduced visibility into believing they were at a safe height and consequently failed to monitor the flight instruments sufficiently to confirm their aircraft maintained a safe approach path.
03-01-1978,15:00:00,"Near Riverside, California",LAC Colombia,0,Uncertain - Destsin,McDonnell Douglas DC-10-10,5R-MGB,44615/541,200,186,14,2,2,0,0,The plane crashed after a bomb exploded aboard.
03-02-1978,08:53:00,"Okaraba, Burma",National Airlines,0,"New York, NY - Atlantic City, NJ",Fokker F-28 Fellowship 1000 / MiG-21,HK- 772,18881/436,18,11,7,18,11,7,0,The plane failed to maintain flying speed and crashed while attempting to take off.  Improperly loaded aircraft. Nose baggage door opened during takeoff. Flaps inoperative. Improper emergency procedures. Inadequate emergency training.
03-03-1978,20:28:00,"Off Galveston, Texas",Aeroflot,0,Urpay-Uchiza,British Aerospace 748 2A,XA-DEN,9620247,47,43,4,47,43,4,0,"The plane ditched into Santa Monica Bay near Marina del Rey, shortly after taking off from Santa Monica Airport. The flight crew's mismanagement of an emergency procedure following an autofeather of the right-hand propeller which resulted in their shutting down the remaining engine. A leak or break in the propeller pressure line probably caused the right engine to autofeather. The left engine was shut down when the flight crew failed to identify the engine on which the autofeather occurred and moved the left power lever to the stop position. Contributing to the accident was the unavailability of vital restart information to the crew."
16-03-1978,08:43:00,"St. Thomas, Virgin Islands",Gander Aviation,0,Ul'yanovsk - Leninakan,Tupolev TU-134,B-2603,3708,73,66,7,73,66,7,0,The aircraft crashed into a factory after being stolen and flown by pilot who was not qualified to fly.
22-03-1978,16:45:00,"Near Murmansk, Russia",Helikopter Service,0,Managua - Tegucigalpa,Cessna T207A,CCCP-46653,770801,6,5,1,6,5,1,0,"Despite two missed approaches in thunderstorms, the pilot declined the controllers' suggestion to divert to Dubai. The aircraft landed heavily on the runway (due to windshear), suffered landing gear damage, veered off the runway and crashed into a fire station building not far from the terminal building. At that time, all on board were still alive. Fire from spilled fuel started shortly thereafter and there was panic to escape the cabin.  The aircraft was named ""The City of Petra."""
25-03-1978,15:21:00,"Bogota, Colombia",Air Canada,0,Hualien - Taipei,Fokker F-27 Friendship 200,HK-1320,229,48,44,4,48,44,4,0,The aircarft crashed in freezing rain and fog shortly after taking off. The aircraft was overloaded. The pilot had very little experience flying the aircraft type.
04-04-1978,19:42:00,"Pensacola, Florida",Aeropeca,0,"Kahului, Maui - Kaunakakai, Molokai",Bell 212,CCCP-87346,2159,6,4,2,3,3,0,0,"The cargo plane lost the No. 2 engine on takeoff, overran the runway, crashed into the ILS localizer antenna, broke up and caught fire."
04-05-1978,20:02:00,"Pochinok, Russia",Burma Airways,0,Monrovia-Freetown,Grumman G-21,HK-2651,20750/992,9,7,2,2,0,2,0,Engine failure shortly after takeoff caused damage so the landing gear could not be retracted and increasing drag during the critical climbout phase. Airspeed slowed until the aircraft crashed.
20-04-1978,17:30:00,"Saint John's, Newfoundland",Las Vegas Airlines,0,Qacha?s-  Nek-Maseru,Boeing B-707-321B,CCCP-87455,110-192,109,97,12,2,2,0,0,"During an attempted go-around, the plane struck boat wakes and crashed. One passenger drowned."
29-04-1978,08:52:00,"Off Bergen, Norway",Air Guinee,0,Perm - Sovietsky,Douglas C-118A,74-1672,60925,12,9,3,8,5,3,0,Tail rotor separated in flight shortly after takeoff. The helicopter autorotated and crashed. Fatigue fracture in tail rotor.
05-08-1978,14:25:00,"Toronto, Canada",AirWest Airlines,0,Seou - Ulsan,Boeing B-727-235,5-158-8552,1052,58,52,6,3,3,0,0,The aircraft disappeared while en route. Wreckage was not discovered for over 5 years.
19-05-1978,15:45:00,"Sogamoso, Bolivia",Air Rhodesia,0,Bogota - Cali,Tupolev TU-154B,N44CJ,23914/1456,134,126,8,4,4,0,0,"The cargo plane crashed in heavy crosswind while attempting to takeoff. Inadequate preflight preparation and/or planning. Pilot in command failed to follow approved procedures,directives,etc. Cargo shifted."
23-06-1978,12:30:00,"Papun, Burma",Temesco Helicopter - Air Taxi,0,Kamina - Jamba,Beech Queen Air A80,PH-CHI,LA-093,10,8,2,10,8,2,0,"During takeoff just, as the plane lifted from the runway, the left engine and pylon separated from the aircraft damaging the wing and hydraulic system which caused the aircraft to roll and crash. Highest single plane death toll in U.S. aviation history. Asymmetrical stall and the ensuing roll of the aircraft because of the uncommanded retraction of the left wing outboard leading edge slats and the loss of stall warning and slat disagreement indication systems caused by separation of the engine and pylon. Improper maintenance procedures used by American Airlines when dismounting the engines for maintenance, by removing the pylon and engine together, putting strain on the engine mounts leading to  stress cracks."
26-06-1978,15:49:00,"Las Vegas, Nevada",Lineas Areas del Centro,0,Canaima - Ciudad Guayana -Charallave,Sikorsky S-61N,OE-FCT,401712,18,16,2,18,16,2,0,"Crashed into the Atlantic Ocean during a blinding sandstorm. The pilot, unable to land due to the sandstorm headed out to sea for another approach when the accident occurred."
26-06-1978,04:45:00,"Conakry, Guinea",Alaska Travel,0,"Block Island, RI - Westerly, RI",McDonnell Douglas DC-9-32,HI-328,6341406,107,102,5,2,2,0,0,"The aircraft crashed into a wooded area during a non-precision approach to Rockland, in fog . Failure to arrest aircraft's descent rate, without the runway in sight. Inordinate management pressures, the first officer's marginal instrument proficiency, the captain's inadequate supervision of the flight, inadequate crew training and the captain's chronic fatigue were all factors in the accident."
14-08-1978,13:30:00,"Coal Harbour, BC, Canada",Philippine Air Force,0,Fort Belvoir - Patuxent River NAS,Curtiss C-46,TJ-CBC,18092/431,18,15,3,18,15,3,0,"Crashed near the Karmwal Pass at 16,000 ft. mountain 10 minutes after taking off from Leh."
26-08-1978,15:26:00,"Near Kariba, Rhodesia (Zimbabwe)",Pacific Southwest Airlines / Private,0,Guayaramerin - Santa Cruz,de Havilland Canada DHC-6 Twin Otter 300,XA-DEO,19630/746,14,11,3,14,11,3,0,"The plane crashed in a heavily wooded area about 1.5 miles northeast of Barnstable Municipal Airport while on an ILS approach. The failure of the flightcrew to recognize and react in a timely manner to the gross deviation from acceptable approach parameters, resulting in a continuation of the descent well below the decision height during a precision approach without visual contact with the runway environment. Pilot fatigue."
30-08-1978,19:15:00,"Wrangell, Alaska",Military - Finish Air Force,0,Yakima - Pasco,Piper PA-31-350 Chieftain,CCCP-85480,20481/271,10,9,1,10,9,1,0,"Struck Mt. Sebayak at 5,500 ft. during its approach. Pilot error.The plane was named ""Mamberamo."""
09-03-1978,09:35:00,"Near Mexico City, Mexico",Burma Airways,0,Bicharest - Beogard,Ilyushin IL-18,9N-ABJ,10173,17,9,8,15,8,7,0,Crashed into a rain forest. Pilot-in-command continuing the flight into conditions where he lost visual reference with the ground which resulted in the aircraft colliding with terrain.
09-03-1978,23:55:00,"Whittier, AK",Military - US Navy,0,Palambang and Jakarta,de havilland Canada Twin Otter 200,N3486F,11059,13,11,2,11,9,2,0,Crashed in low ceiling and rain. Fluxgate compass inoperative because of chafed wires.
09-03-1978,13:00:00,"Paranaque, Philippines",Aeroflot,0,Tyumen - Ufa,Vickers Viscount 782D,YU-ANA,67302209,56,52,4,38,34,4,0,"On a third practice touch-and-go landing, the plane yawed to the right, stalled and crashed in an inverted attitude."
09-09-1978,15:50:00,"San Diego, California",Era Helicopter - Air Taxi,0,San Jose - Palmar Sur,Soloy 12EJ3,N8185H,110226,3,2,1,3,2,1,0,The aircraft attained a nose-high attitude and pitched up shortly after taking off. The pilot's loss of control of the aircraft after takeoff because of the aircraft's grossly overweight and out-of-balance condition which resulted from misloading by the company's load control personnel. The misloading was due to the failure of the company to supervise and enforce its loading procedures.
09-09-1978,19:30:00,"Near Kuopio, Finland",Solomon Islands Airlines,0,Denver - Montrose,de Havilland Canada DHC-6 Twin Otter 100,9M-SSC,TC-334E,21,19,2,18,17,1,0,Crashed into the sea after overrunning the runway while taking off. Locked condition of the elevators which prevented the rotation of the aircraft into a flying attitude. Gust lock became re-engaged during pre- flight check.
13-09-1978,10:50:00,"Near Mandalay, Myanmar",Aeroflot,0,Caracas - Puerto Ayancucho,de Havilland DHC-2,HK-2217,670,6,5,1,6,5,1,0,"The aircraft crashed 1,000 feet short of the runway during a landing attempt at Akron-Canton airfield. Baseball player Thurman Munson, 32,  who was piloting the aircraft, was killed. Munson who was practicing takeoffs and landings, allowed the plane to get too low and then slowed the aircraft to 10 knots below safe landing speed."
14-09-1978,19:57:00,"Santiago de Chile, Chile",Nile Delta Air Services,0,Ujung Pandang - Selaparang,Fokker F-27 Friendship 200,CCCP-67290,790323,28,24,4,21,17,4,12,Crashed due to engine failure on approach.
25-09-1978,11:30:00,"Sverdlovsk, Russia",Loftleidir Icelandic Airlines,0,Medellin - New York City,Boeing B-727-214 / Cessna 172,N62AF,45203/776,137,128,9,137,128,9,7,Crashed into the Kiroli Hills while on approach to Bombay at night. Momentary/intermittent loss of electrical contact in the G/S system of aircraft which gave the pilot an erroneous impression of the interception of the glide slope.
10-03-1978,04:00:00,"Kenai, Alaska",Air Guadeloupe,0,Ulan Bator - Uliastaj,Douglas C-47A-1-DK,71383,83413388,15,12,3,15,12,3,0,"Midair collision at 27,200 ft. Separation error by air traffic controller. Eight-four killed on the 65735 and 94 on the 65816. Fourteen players and 3 staff members of the Russian soccer team, Pakhtakor Tashkent were killed."
10-03-1978,12:15:00,"Off Bellona, Solomon Islands",Military - Indian Air Force,0,Pointe-Noire - Brazzaville,Fokker F-27 Friendship 600,N113WA,19168/508,44,40,4,2,1,1,0,Crashed into a wooded area after all four engines flamed out. Fuel contamination.
10-06-1978,15:30:00,"Gulf of Sivash, USSR",Aereo el Venado,0,"Burlington, VT - Albany, NY",Douglas R6D-1 (DC-6),YR-BMD,19646/15,18,0,0,18,0,0,,The aircraft lost control went into a spin and crashed after an uncommanded flap extension at FL270.
10-07-1978,18:00:00,"Off Alexandria, Egypt",Tyee Airlines,0,Plattsburgh - Syracuse,Yakovlev YAK-40,140/88JA,23867/1603,38,34,4,38,34,4,0,The plane undershot the runway and crashed.
10-08-1978,08:53:00,"Near Katunayake, Sri Lanka",Rocky Mountain Airways,0,Bogota via Neiva - Ibague,Bell 205-1,RP-C141,18607/646,7,6,1,2,2,0,0,Crashed into the sea after taking off.
22-10-1978,06:39:00,"Off Marie Galante Island, West Indies",Air 70,0,San Palo - Bauru - Aracatuba,Britten Norman BN-2A Trislander,JA-8061,10325,11,0,0,11,0,0,0,The plane was transporting company employees when it hit Surveyor Mountain 7 minutes after taking off from Klamath Falls. The plane hit trees along the crest of a mountain ridge along the flight path. Crew error. The crew's decision to undertake a direct point-to-point high cruise speed flight at low altitude.
23-10-1978,09:32:00,"Near Leh, India",Indian Airlines,0,Bombay - Bangalore,Antonov AN-24B,HK-1706,730,26,21,5,26,21,5,0,"The aircraft hit a mountain at an altitude of 2,000 ft. during an approach in poor weather. Crew's misjudgement in selection of a low altitude flight profile and inadequate ATC assistance."
11-05-1978,12:49:00,"Near Rubio, Venezuela",Alitalia,0,M'bala - Likouala,Douglas DC-3,N127PM,19572/687,18,0,0,18,0,0,0,Struck high ground in thick fog.
15-11-1978,13:05:00,"Hydaburg, Alaska",United Air Lines,0,Aspen - Denver,McDonnell Douglas DC-8-Super 63CF,LN-BNK,21828/408,262,249,13,183,175,8,0,Crashed while attempting touch and go landings.
18-11-1978,14:00:00,"Near Steamboat Springs, Coloado",Aeroflot,0,San Pedro - Tegucigalpa,de Havilland Canada DHC-6 Twin Otter 300,58-0031,19875/89,20,19,1,15,14,1,0,"The aircraft was on finals when it suddenly turned right and descended in a right wing-down attitude, striking the ground and cartwheeling into trees."
19-11-1978,15:38:00,"Selvapiana, Italy",Air Algerie,0,Santiago de Cuba-La Havane,Antonov An-12,N567LT,25290,77,70,7,77,70,7,1,The aircraft overran the runway and crashed with the left wing and tail separating before the aircraft came to a rest. The crew touched down too far down the runway at a speed higher than normal after a non-stabilized final approach. The crew did not fully apply the braking systems after a touchdown under known adverse conditions.
21-11-1978,20:30:00,"Hyderabad, India",Air Rouergue,0,Kokand - Kabul,Douglas C-47A,PK-GVK,604,27,24,3,27,24,3,0,The plane crashed after engine failure for undetermined reasons. Improper flap configueration. Plane overloaded. Hurried departure. Inadequate flight training.
25-11-1978,20:00:00,"Off Cinisi, Sicily, Italy",Varig,0,Kuito-Huambo,de Havilland DHC-2,HK-2382,11060,5,4,1,5,4,1,0,The cargo plane crashed on takeoff. Improper loading.
12-04-1978,17:10:00,"Portland, Oregon",TAM Lineas Aéreas Regional,0,Vaeroy - Bodo,de Havilland Canada DHC-6 Twin Otter 300,N11058,2139,22,20,2,2,1,1,0,"The aircraft struck a vehicle after landing on a closed runway in fog. The tower warned the flight three times about the closed runway. Non-compliance with the meteorological minima for the approach procedure, as cleared.  Failure to comply with the aircraft's operating procedures during the approach phase, and landing on a runway closed to traffic."
16-12-1978,19:55:00,"Minsk, Russia",Air Rhodesia,0,Panama City-Contadora-San Miguel,Cessna 421 Golden Eagle,74-1678,47192/287,10,9,1,10,9,1,0,"While en route from Chicago to Washington an explosive device detonated in the baggage compartment. The aircraft was flying at an altitude of approximately 34,500 feet, when the flight crew experienced a noise which they described as a thump. Smoke subsequently filled the cabin and the aircraft was forced to make an emergency landing at Washington-Dulles Airport. The bomb was planted by the Unabomber, a man who had been accused of attacks over an 18-year period. He was arrested in April 1996 and subsequently received a life sentence."
17-12-1978,18:57:00,"Bechar, Algeria",Allegheny Airlines,0,Kinshasa-Gbadolite,Boeing B-737-2A8,B-266,19354/503,132,126,6,1,1,0,3,The cargo plane descended below the decision height without having established ground contact and crashed into a wooded area.
23-12-1978,21:25:00,"Rodez, France",Air New Zealand,0,Manila - Roxaz City,McDonnell Douglas DC-9-32,C-GIMF,532,129,124,5,108,103,5,0,"During the descent the aircraft attained a high airspeed and high rate of descent and disintegrated in flight. A progressive failure in the aircraft's electrical system leading to the disabling or erratic performance of some critical flight instruments and flight instrument lighting while the flight was operating in night instrument meteorological condition. As a result of these conditions, the flight crew could not resolve the instrumentation anomalies to determine proper aircraft attitude reference, and became disoriented and lost control of the aircraft. The crew's efforts to regain control of the aircraft imposed aerodynamic loads which exceeded design limits of the aircraft and caused it to break up in flight."
28-12-1978,16:00:00,"125 miles ENE of Tokyo, Japan",Ethiopian Airlines,0,"Timmins, Ontario - Ship Sands Island, Ontario",McDonnell Douglas DC-8-61,7O-ACK,819,189,181,8,10,8,2,0,After being airborne about a half an hour a cabin attendant reported a fire in the aft cabin area. Seventeen minutes later the aircraft crashed into a rocky desert while attempting an emergency landing. The blaze may have been started by a passenger possibly from a leaking kerosene stove carried aboard by a Haj pilgrim passenger.
15-01-1979,04:31:00,"Near Agudos, Brazil",Universal Airways,0,Timmins - Moosonee,Antonov AN-24N,64-0543,215,13,9,5,13,8,5,0,"The aircraft crashed into the slopes of Mt. Erebus while on sightseeing flight to Antarctica. An incorrect computer-stored flight plan resulted in a navigational error directing the flight towards Mt. Erebus. Because of overcast, the crew descended below authorized altitude. Contributing to the accident was the crew's inexperience with flying the Antarctic route. Information about the navigational errors was suppressed by officials."
24-01-1979,08:08:00,"Near Kariba, Rhodesia",Swift Aire Lines Inc.,0,Guatamala City - La Aurora,Nord 262A-44,ZA-294,1051,23,20,3,14,14,0,0,Shifting cargo caused the pilot to lose control and crash into a hotel.
27-01-1979,08:51:00,"Clarksburg, West Virginia",CAAC,0,Tapachula - Tuxtla-Gutierrez,Fokker F-27 Friendship 500,PP-SMY,U048,6,4,2,5,3,2,0,Impacted a mountainside at an altitude of 3400 m.
30-01-1979,09:00:00,"Manakau Harbor, New Zealand",Alia Royal Jordanian Airlines,0,Manila - Iloilo,Boeing B-707-326C,PK-PDU,33070,6,0,6,6,0,6,0,Crashed into the jungle on a domestic flight 20 miles from its destination. Severe thunderstorms associated with windshear and  a hurricane is believed to have caused the crash.
02-08-1979,10:26:00,"Barentu, Ethiopia",Aeroflot,0,Manila - Surigao City,Embraer 110C Bandeirante,56-4391,46107/498,18,16,2,18,16,2,0,"Crashed into Cubuk Hill in fog, two minutes away from landing at the airport.  The crew had deviated from the localizer course while on an ILS approach in poor weather conditions.The aircraft was named ""Trabzon."""
02-12-1979,10:59:00,"Gulfport, Mississippi",Interflug,0,Belem - Altamira,Vickers Viscount 748D,PP-SRK,676,59,54,5,59,54,5,0,Crashed into the side of a hill after a go-around.
02-12-1979,18:30:00,"Off Marina del Rey, California",Quebecair,0,"Birmingham, England - Malaga, Spain",Nord 262,PT-LBV,2850324,25,22,3,2,1,1,0,Struck high ground in poor visibility while en route.
17-02-1979,08:01:00,"Bejing, China",Catalina Airlines,0,Port Moresby-Woitape,Fokker F-27 Friendship 500,VT-DJJ,14104,4,2,2,2,1,1,0,"The plane was on a 45 minute fight from Shreveport to Baton Rouge Louisiana. The aircraft climbed past its assigned altitude and veered to the northeast. The FAA  tried to contact the aircraft without success. Fighter jets was scrambled to intercept the plane but observed no one at the controls and got no response to radio calls. The plane rose to an altitude of 41,600 feet and headed out to sea. The plane eventually ran out of fuel, descended to about 25,000 feet, went into a spin and crashed into 1,100 feet of water. No wreckage or remains were ever recovered. The official cause remains unknown although it is believed the occupants lost consciousness due to oxygen deprivation. Louisiana State University football coach Robert ""Bo"" Rein, 34, was killed."
19-02-1979,15:20:00,"Near Doha Airport, Qatar",New York Airways,0,Yerevan - Zvartnots,Douglas DC-3,G-BDXH,329,5,2,3,5,2,3,0,Crashed. Continued VFR flight into adverse weather conditions.
03-01-1979,12:00:00,"Near Moscow, Russia",SAETA,0,"Elkhorn, WI - Chicago, IL",Beech BE-70,CCCP-42529,404-0418,8,7,1,8,7,1,0,"The aircraft crashed into a mountain during a landing attempt in fog and snow. Inoperative ground radar, inoperative ILS. The aircraft was named ""Shiraz."""
03-10-1979,22:00:00,"Luanda, Angola",Sea Airmotive,0,Ramstein AB - Rhein-Main AB,Aerospatiale Nord 262A-33,TR-LYQ,1804,7,4,3,3,1,2,0,"Hit high ground at 2,700 ft. in poor weather while on approach."
14-03-1979,09:13:00,"Ste. Foy, PQ, Canada",American Airlines,0,"Nulato, AK - Kaltag, AK",Hawker Siddeley Trident 2E,CCCP-86513,10559,12,0,12,12,0,12,32,Crashed into a building while attempting an emergency landing following the loss of one engine.
14-03-1979,14:55:00,"Off Avalon, California",Military - Mauritanian Air Force,0,Malta - Miami - ReykjavÃ­k - Gander,Boeing B-727-2D3,N4737,208,64,49,15,45,41,4,0,Crashed while attemping to land.
17-03-1979,04:44:00,"Newark, New Jersey",Downeast Airlines,0,Sondre Stomfjord - Goose Bay,Tupolev TU-104B,RP-C1014,8805,119,113,6,58,57,1,0,"The helicopter experienced uncontrollable overspeeding, became airborne, lost power and crashed."
26-03-1979,19:40:00,"Near Cuenca, Ecuador",Military - Indian Air Force,0,Volgograd - Sverdlovsk,Ilyushin IL-18D,N87701,46618/118,10,6,4,10,6,4,0,Crashed into a sea wall just 2 feet short of the runway while attemping an emergency landing.
29-03-1979,08:01:00,"Bullen Point, Alaska",Air New England,0,Fernando de Noronha -  Recife,Fairchild F-27,N754PA,366,24,21,3,17,14,3,0,A bicyclist riding on the runway led the pilot to initiate a premature liftoff resulting in a stall. The plane was carrying paratroopers.
14-04-1979,11:40:00,"Chicago O'Hare, Illinois",Garuda Indonesia Airlines,0,"Van Nuys, CA - San Luis Obispo, CA",Grumman G-21 Goose,XY-AEB,231,11,10,1,1,1,0,0,The aircraft undershot the runway and bounced twice. The two outboard engines broke loose and the wingtips were ripped off. A fire broke out and spread rapidly. Pilot error.
18-04-1979,09:40:00,"Off Dakar, Senegal",Fiji Air Services,0,Guangzhou - Shanghi,Sikorsky S61-L,223,47887/125,18,15,3,3,3,0,0,"While attempting to land at Warsaw, the crew initiated an overshoot procedure after there were indications that the landing gear was not down. When thrust was applied, the No. 2 engine disintegrated, damaging two other engines and severing the rudder and elevator control lines. The plane crashed one-half mile from the runway threshold. Metal fatigue in the No. 2 engine turbine disc. The dead included 22 members of the U.S. boxing team and Polish singer Anna Jantar. The aircraft was named Mikolaj Kopernik."
23-04-1979,04:01:00,"Rockland, Maine",Soldotna Air Services,0,Bella Vista - La Paz,Vickers Viscount 785D,67191 / 65836,180,57,52,5,57,52,5,0,Crashed into hilly terrain after the left wing exploded. Cause unknown. The plane was returning to Incirlik Air Base.
25-05-1979,02:20:00,"Near Leh, India",Trans Mediterranean Airways,0,Camaguey - Santiago de Cuba,de Havilland Canada DHC-4A Caribou,HC-BHZ,SH-3083,3,0,3,3,0,3,0,"The right engine failed while taking off. The plane plunged to the ground, struck a helicopter, a small plane, four parked cars, and slammed into a hanger and burst into flames. The engine failed for undetermined reasons.  Improper emergency procedures. The pilot did not properly configure aircraft and  land immediately."
25-05-1979,16:00:00,"Hyannis, Massachusetts",Prinair,0,Milano - ZÃ¼rich,McDonnell Douglas DC-10-10,PT-JBQ,699,271,258,13,271,258,13,2,Crashed into the sea. Fatigue fracture of the main rotor.
27-05-1979,13:00:00,"Near Medan Airfield, Indonesia",Dan Air Services,0,QuibdÃ³ - BogotÃ¡,de Havilland Canada DHC-5D Buffalo,74-22292,583,12,7,5,12,7,5,0,The plane crashed into a hill while landing during a thunderstorm. The pilot misjudged his speed and distance and failed to initiate a go-around. Improper flight supervision and control of the engines.
30-05-1979,15:00:00,"Bua, Fiji",Private,0,Bangkok - Koh Samui,de Havilland DHC-6-200,EC-DEG,177RG-0376,18,16,2,17,15,2,0,The plane crashed when attempting an emergency landing after the starboard main gear broke on take-off.
